Upin	FN	LN	A1	A2	C	S	PreferredAddressCategory	Z	Language	Gender	DOB	ClientCode	Ethnicity	Memberid	SubscriberID		SubscriberClientMemberID	MobileNumber	emailid_work	emailid_home	PortalUserName	PortalPassword	Fb	Twitter	Acctid	GroupNumber	SectionNumber	CoverageCode	coveragebegindate	coverageEnddate	OptinPreference	DeliveryChannel	ResponseStatus	JobStatus	JobCode	HireDate	LocationCode	FIPS	CensusTrack	CensusBlock	DeviceName	SubscriptionType	RelationShip	ResponseType	RelatedUpin	ExpectNotifMsgdate	SendingAddress	MessageType	e_ProgramLogo	ReminderURL	ReplyToEmail	SenderName	PackageCode	RxPlanCode	Insuranceplancode	DescriptorCode	County	longitude	latitude	RelationShipCode	opt_out_status	CorpCD	role	IncentiveId	prescription_drug_plan	benefit_begin_date	medical_plan_type	minor_dependent_flag	district	division	store_code	region_code	department_code	healthy_living_credit_election	orange_life_questionaire_status	tobacco_free_status	screening_status	completed_one_checklist_item	completed_two_checklist_item	completed_three_checklist_item	completed_four_checklist_item	completed_five_checklist_item	completed_six_checklist_item	mail_begin_date	email_begin_date	work_state	occ	healthy_living_credit_id	business_unit	texting_consent	benefit_summary_consent	overall_electronic_consent	mobile_begin_date	four_digit_ID	Legacy_RoleID	MemberStatus	CoverageLevel
TEST_1037_GEN_USER84	Crystal	Aid	#93455	OLD SHORE ROAD 1	arizona	NJ	OTHER	85001	en_US	M	1985-10-24	1037	ET10	1037NE183	1037NE182	02	subClientId	9781236789	abc@gmail.com	abc@gmail.com	xyz@gmail.com	RR567				DG91128	abcd		1999-12-29	2018-12-23	Y	Postal	Y	ACTIVE	SM194	1999-12-23	abcd	abcd	abcd	abcd	abcd	abcd	Subscriber	abcd	TEST_1037_GEN_USER84	2014-12-19	yourhealth@evivehealth.com	99	/images/logos/103_program.png	myevive.com/reminder?rid=	questions@evivehealth.com	Evive Health	abcd	abcd	2210	CPMO	Ada County			02	OPTED_IN	EV115	role24	incentiveId_ROLE24	1	1970-07-31	PPO	Y	LUCK	LAN	4233	4483	101	Y										2014-11-04	2014-11-04	abcd	FJUT	1037NG970	abcd	Y	Y	E	2014-12-04	0226	CHRA1RNCHILD1Y	FTE	You Only
TEST_1037_GEN_USER85	Aichele	Cruz	#93455	OLD SHORE ROAD 1	arizona	NJ	OTHER	85001	en_US	F	1985-10-25	1037	ET10	1037NE184	1037NE184	01	subClientId	9781236789	abc@gmail.com	abc@gmail.com	xyz@gmail.com	RR567				DG91125	abcd		1999-12-29	2018-12-23	Y	Postal	Y	ACTIVE	SM194	1999-12-23	abcd	abcd	abcd	abcd	abcd	abcd	Subscriber	abcd	TEST_1037_GEN_USER85	2014-12-19	yourhealth@evivehealth.com	99	/images/logos/103_program.png	myevive.com/reminder?rid=	questions@evivehealth.com	Evive Health	abcd	abcd	2214	CPMO	Ada County			01	OPTED_IN	EV115	role25	incentiveId_ROLE25	1	1970-07-31	PPO	Y	LUCK	LAN	4233	4481	101	Y										2014-11-04	2014-11-04	abcd	FJUT	1037NG971	abcd	Y	Y	E	2014-12-04	0227	CHRA1RNCHILD1Y	FTE	You Only
TEST_1037_GEN_USER86	Aicklen	Crysta	#93455	OLD SHORE ROAD 1	arizona	AZ	OTHER	85001	en_US	M	1985-10-26	1037	ET10	1037NE185	1037NE185	01	subClientId	9781236789	abc@gmail.com	abc@gmail.com	xyz@gmail.com	RR567				DG91126	abcd		1999-12-29	2018-12-23	Y	Postal	Y	ACTIVE	SM194	1999-12-23	abcd	abcd	abcd	abcd	abcd	abcd	Subscriber	abcd	TEST_1037_GEN_USER86	2014-12-19	yourhealth@evivehealth.com	99	/images/logos/103_program.png	myevive.com/reminder?rid=	questions@evivehealth.com	Evive Health	abcd	abcd	2216	CPMO	Ada County			01	OPTED_IN	EV115	role25	incentiveId_ROLE25	1	1970-07-31	PPO	Y	LUCK	LAN	4233	4482	101	Y										2014-11-04	2014-11-04	abcd	FJUT	1037NG972	abcd	Y	Y	E	2014-12-04	0228	CHRA1RNCHILD1Y	FTE	You Only
TEST_1037_GEN_USER87	Aid	Crystal	#93455	OLD SHORE ROAD 1	arizona	NJ	OTHER	85001	en_US	M	1985-10-27	1037	ET10	1037NE186	1037NE184	02	subClientId	9781236789	abc@gmail.com	abc@gmail.com	xyz@gmail.com	RR567				DG91127	abcd		1999-12-29	2018-12-23	Y	Postal	Y	ACTIVE	SM194	1999-12-23	abcd	abcd	abcd	abcd	abcd	abcd	Subscriber	abcd	TEST_1037_GEN_USER87	2014-12-19	yourhealth@evivehealth.com	99	/images/logos/103_program.png	myevive.com/reminder?rid=	questions@evivehealth.com	Evive Health	abcd	abcd	2214	CPMO	Ada County			02	OPTED_IN	EV115	role26	incentiveId_ROLE26	1	1970-07-31	PPO	Y	LUCK	LAN	4233	4483	101	Y										2014-11-04	2014-11-04	abcd	FJUT	1037NG973	abcd	Y	Y	E	2014-12-04	0229	CHRA1RNCHILD1Y	FTE	You Only
TEST_1037_GEN_USER88	Crystal	Aid	#93455	OLD SHORE ROAD 1	arizona	NJ	OTHER	85001	en_US	F	1985-10-28	1037	ET10	1037NE187	1037NE185	02	subClientId	9781236789	abc@gmail.com	abc@gmail.com	xyz@gmail.com	RR567				DG91128	abcd		1999-12-29	2018-12-23	Y	Postal	Y	ACTIVE	SM194	1999-12-23	abcd	abcd	abcd	abcd	abcd	abcd	Subscriber	abcd	TEST_1037_GEN_USER88	2014-12-19	yourhealth@evivehealth.com	99	/images/logos/103_program.png	myevive.com/reminder?rid=	questions@evivehealth.com	Evive Health	abcd	abcd	2216	CPMO	Ada County			02	OPTED_IN	EV115	role26	incentiveId_ROLE26	1	1970-07-31	PPO	Y	LUCK	LAN	4233	4483	101	Y										2014-11-04	2014-11-04	abcd	FJUT	1037NG974	abcd	Y	Y	E	2014-12-04	0230	CHRA1RNCHILD1Y	FTE	You Only
TEST_1037_GEN_USER89	Ahlm	Corina	#93455	OLD SHORE ROAD 1	arizona	AZ	OTHER	85001	en_US	F	1985-10-29	1037	ET10	1037NE188	1037NE188	01	subClientId	9781236789	abc@gmail.com	abc@gmail.com	xyz@gmail.com	RR567				DG91047	abcd		1999-12-29	2018-12-23	Y	Postal	Y	ACTIVE	SM194	1999-12-23	abcd	abcd	abcd	abcd	abcd	abcd	Subscriber	abcd	TEST_1037_GEN_USER89	2014-12-19	yourhealth@evivehealth.com	99	/images/logos/103_program.png	myevive.com/reminder?rid=	questions@evivehealth.com	Evive Health	abcd	abcd	2	CPMO	Ada County			01	OPTED_IN	EV115	role27	incentiveId_ROLE27	1	1970-07-31	PPO	Y	LUCK	LAN	4233	4444	101	Y										2014-11-04	2014-11-04	abcd	FJUT	1037NG975	abcd	Y	Y	E	2014-12-04	0231	CHRA1RNCHILD1Y	FTE	You Only
TEST_1037_GEN_USER90	Ahlman	Corine	#93455	OLD SHORE ROAD 1	arizona	NJ	OTHER	85001	en_US	F	1985-07-01	1037	ET10	1037NE189	1037NE189	01	subClientId	9781236789	abc@gmail.com	abc@gmail.com	xyz@gmail.com	RR567				DG91048	abcd		1999-12-29	2018-12-23	Y	Postal	Y	ACTIVE	SM194	1999-12-23	abcd	abcd	abcd	abcd	abcd	abcd	Subscriber	abcd	TEST_1037_GEN_USER90	2014-12-19	yourhealth@evivehealth.com	99	/images/logos/103_program.png	myevive.com/reminder?rid=	questions@evivehealth.com	Evive Health	abcd	abcd	461	CPMO	Ada County			01	OPTED_IN	EV115	role27	incentiveId_ROLE27	1	1970-07-31	PPO	Y	LUCK	LAN	4233	4445	101	Y										2014-11-04	2014-11-04	abcd	FJUT	1037NG976	abcd	Y	Y	E	2014-12-04	0232	CHRA1RNCHILD1Y	FTE	You Only
TEST_1037_GEN_USER91	Ahlo	Corinna	#93455	OLD SHORE ROAD 1	arizona	AZ	OTHER	85001	en_US	F	1985-07-02	1037	ET10	1037NE190	1037NE190	01	subClientId	9781236789	abc@gmail.com	abc@gmail.com	xyz@gmail.com	RR567				DG91049	abcd		1999-12-29	2018-12-23	Y	Postal	Y	ACTIVE	SM194	1999-12-23	abcd	abcd	abcd	abcd	abcd	abcd	Subscriber	abcd	TEST_1037_GEN_USER91	2014-12-19	yourhealth@evivehealth.com	99	/images/logos/103_program.png	myevive.com/reminder?rid=	questions@evivehealth.com	Evive Health	abcd	abcd	4010	CPMO	Ada County			01	OPTED_IN	EV115	role27	incentiveId_ROLE27	1	1970-07-31	PPO	Y	LUCK	LAN	4233	4446	101	Y										2014-11-04	2014-11-04	abcd	FJUT	1037NG977	abcd	Y	Y	E	2014-12-04	0233	CHRA1RNCHILD1Y	FTE	You Only
TEST_1037_GEN_USER92	Ahlquist	Corinne	#93455	OLD SHORE ROAD 1	arizona	NJ	OTHER	85001	en_US	F	1985-07-03	1037	ET10	1037NE191	1037NE191	01	subClientId	9781236789	abc@gmail.com	abc@gmail.com	xyz@gmail.com	RR567				DG91050	abcd		1999-12-29	2018-12-23	Y	Postal	Y	ACTIVE	SM194	1999-12-23	abcd	abcd	abcd	abcd	abcd	abcd	Subscriber	abcd	TEST_1037_GEN_USER92	2014-12-19	yourhealth@evivehealth.com	99	/images/logos/103_program.png	myevive.com/reminder?rid=	questions@evivehealth.com	Evive Health	abcd	abcd	4014	CPMO	Ada County			01	OPTED_IN	EV115	role27	incentiveId_ROLE27	1	1970-07-31	PPO	Y	LUCK	LAN	4233	4447	101	Y										2014-11-04	2014-11-04	abcd	FJUT	1037NG978	abcd	Y	Y	E	2014-12-04	0234	CHRA1RNCHILD1Y	FTE	You Only
TEST_1037_GEN_USER93	Ahlstedt	Corliss	#93455	OLD SHORE ROAD 1	arizona	AZ	OTHER	85001	en_US	F	1985-07-04	1037	ET10	1037NE192	1037NE192	01	subClientId	9781236789	abc@gmail.com	abc@gmail.com	xyz@gmail.com	RR567				DG91051	abcd		1999-12-29	2018-12-23	Y	Postal	Y	ACTIVE	SM194	1999-12-23	abcd	abcd	abcd	abcd	abcd	abcd	Subscriber	abcd	TEST_1037_GEN_USER93	2014-12-19	yourhealth@evivehealth.com	99	/images/logos/103_program.png	myevive.com/reminder?rid=	questions@evivehealth.com	Evive Health	abcd	abcd	4110	CPMO	Ada County			01	OPTED_IN	EV115	role27	incentiveId_ROLE27	1	1970-07-31	PPO	Y	LUCK	LAN	4233	4448	101	Y										2014-11-04	2014-11-04	abcd	FJUT	1037NG979	abcd	Y	Y	E	2014-12-04	0235	CHRA1RNCHILD1Y	FTE	You Only
TEST_1037_GEN_USER94	Ahlstrom	Cornelia	#93455	OLD SHORE ROAD 1	arizona	NJ	OTHER	85001	en_US	F	1985-07-05	1037	ET10	1037NE193	1037NE193	01	subClientId	9781236789	abc@gmail.com	abc@gmail.com	xyz@gmail.com	RR567				DG91052	abcd		1999-12-29	2018-12-23	Y	Postal	Y	ACTIVE	SM194	1999-12-23	abcd	abcd	abcd	abcd	abcd	abcd	Subscriber	abcd	TEST_1037_GEN_USER94	2014-12-19	yourhealth@evivehealth.com	99	/images/logos/103_program.png	myevive.com/reminder?rid=	questions@evivehealth.com	Evive Health	abcd	abcd	4114	CPMO	Ada County			01	OPTED_IN	EV115	role27	incentiveId_ROLE27	1	1970-07-31	PPO	Y	LUCK	LAN	4233	4449	101	Y										2014-11-04	2014-11-04	abcd	FJUT	1037NG980	abcd	Y	Y	E	2014-12-04	0236	CHRA1RNCHILD1Y	FTE	You Only
TEST_1037_GEN_USER95	Ahluwalia	Cornelius	#93455	OLD SHORE ROAD 1	arizona	AZ	OTHER	85001	en_US	F	1985-07-06	1037	ET10	1037NE194	1037NE194	01	subClientId	9781236789	abc@gmail.com	abc@gmail.com	xyz@gmail.com	RR567				DG91053	abcd		1999-12-29	2018-12-23	Y	Postal	Y	ACTIVE	SM194	1999-12-23	abcd	abcd	abcd	abcd	abcd	abcd	Subscriber	abcd	TEST_1037_GEN_USER95	2014-12-19	yourhealth@evivehealth.com	99	/images/logos/103_program.png	myevive.com/reminder?rid=	questions@evivehealth.com	Evive Health	abcd	abcd	4210	CPMO	Ada County			01	OPTED_IN	EV115	role27	incentiveId_ROLE27	1	1970-07-31	PPO	Y	LUCK	LAN	4233	4450	101	Y										2014-11-04	2014-11-04	abcd	FJUT	1037NG981	abcd	Y	Y	E	2014-12-04	0237	CHRA1RNCHILD1Y	FTE	You Only
TEST_1037_GEN_USER96	Ahmad	Cornell	#93455	OLD SHORE ROAD 1	arizona	NJ	OTHER	85001	en_US	F	1985-07-07	1037	ET10	1037NE195	1037NE195	01	subClientId	9781236789	abc@gmail.com	abc@gmail.com	xyz@gmail.com	RR567				DG91054	abcd		1999-12-29	2018-12-23	Y	Postal	Y	ACTIVE	SM194	1999-12-23	abcd	abcd	abcd	abcd	abcd	abcd	Subscriber	abcd	TEST_1037_GEN_USER96	2014-12-19	yourhealth@evivehealth.com	99	/images/logos/103_program.png	myevive.com/reminder?rid=	questions@evivehealth.com	Evive Health	abcd	abcd	4214	CPMO	Ada County			01	OPTED_IN	EV115	role27	incentiveId_ROLE27	1	1970-07-31	PPO	Y	LUCK	LAN	4233	4451	101	Y										2014-11-04	2014-11-04	abcd	FJUT	1037NG982	abcd	Y	Y	E	2014-12-04	0238	CHRA1RNCHILD1Y	FTE	You Only
TEST_1037_GEN_USER97	Ahmadi	Corrie	#93455	OLD SHORE ROAD 1	arizona	AZ	OTHER	85001	en_US	F	1985-07-08	1037	ET10	1037NE196	1037NE196	01	subClientId	9781236789	abc@gmail.com	abc@gmail.com	xyz@gmail.com	RR567				DG91055	abcd		1999-12-29	2018-12-23	Y	Postal	Y	ACTIVE	SM194	1999-12-23	abcd	abcd	abcd	abcd	abcd	abcd	Subscriber	abcd	TEST_1037_GEN_USER97	2014-12-19	yourhealth@evivehealth.com	99	/images/logos/103_program.png	myevive.com/reminder?rid=	questions@evivehealth.com	Evive Health	abcd	abcd	4310	CPMO	Ada County			01	OPTED_IN	EV115	role27	incentiveId_ROLE27	1	1970-07-31	PPO	Y	LUCK	LAN	4233	4452	101	Y										2014-11-04	2014-11-04	abcd	FJUT	1037NG983	abcd	Y	Y	E	2014-12-04	0239	CHRA1RNCHILD1Y	FTE	You Only
TEST_1037_GEN_USER98	Ahmann	Corrin	#93455	OLD SHORE ROAD 1	arizona	NJ	OTHER	85001	en_US	F	1985-07-09	1037	ET10	1037NE197	1037NE197	01	subClientId	9781236789	abc@gmail.com	abc@gmail.com	xyz@gmail.com	RR567				DG91056	abcd		1999-12-29	2018-12-23	Y	Postal	Y	ACTIVE	SM194	1999-12-23	abcd	abcd	abcd	abcd	abcd	abcd	Subscriber	abcd	TEST_1037_GEN_USER98	2014-12-19	yourhealth@evivehealth.com	99	/images/logos/103_program.png	myevive.com/reminder?rid=	questions@evivehealth.com	Evive Health	abcd	abcd	4410	CPMO	Ada County			01	OPTED_IN	EV115	role27	incentiveId_ROLE27	1	1970-07-31	PPO	Y	LUCK	LAN	4233	4453	101	Y										2014-11-04	2014-11-04	abcd	FJUT	1037NG984	abcd	Y	Y	E	2014-12-04	0240	CHRA1RNCHILD1Y	FTE	You Only
TEST_1037_GEN_USER99	Ahmau	Corrina	#93455	OLD SHORE ROAD 1	arizona	AZ	OTHER	85001	en_US	M	1985-07-10	1037	ET10	1037NE198	1037NE198	01	subClientId	9781236789	abc@gmail.com	abc@gmail.com	xyz@gmail.com	RR567				DG91057	abcd		1999-12-29	2018-12-23	Y	Postal	Y	ACTIVE	SM194	1999-12-23	abcd	abcd	abcd	abcd	abcd	abcd	Subscriber	abcd	TEST_1037_GEN_USER99	2014-12-19	yourhealth@evivehealth.com	99	/images/logos/103_program.png	myevive.com/reminder?rid=	questions@evivehealth.com	Evive Health	abcd	abcd	4414	CPMO	Ada County			01	OPTED_IN	EV115	role27	incentiveId_ROLE27	1	1970-07-31	PPO	Y	LUCK	LAN	4233	4454	101	Y										2014-11-04	2014-11-04	abcd	FJUT	1037NG985	abcd	Y	Y	E	2014-12-04	0241	CHRA1RNCHILD1Y	FTE	You Only
TEST_1037_GEN_USER100	Ahmed	Corrine	#93455	OLD SHORE ROAD 1	arizona	NJ	OTHER	85001	en_US	M	1985-07-11	1037	ET10	1037NE199	1037NE199	01	subClientId	9781236789	abc@gmail.com	abc@gmail.com	xyz@gmail.com	RR567				DG91058	abcd		1999-12-29	2018-12-23	Y	Postal	Y	ACTIVE	SM194	1999-12-23	abcd	abcd	abcd	abcd	abcd	abcd	Subscriber	abcd	TEST_1037_GEN_USER100	2014-12-19	yourhealth@evivehealth.com	99	/images/logos/103_program.png	myevive.com/reminder?rid=	questions@evivehealth.com	Evive Health	abcd	abcd	4610	CPMO	Ada County			01	OPTED_IN	EV115	role27	incentiveId_ROLE27	1	1970-07-31	PPO	Y	LUCK	LAN	4233	4455	101	Y										2014-11-04	2014-11-04	abcd	FJUT	1037NG986	abcd	Y	Y	E	2014-12-04	0242	CHRA1RNCHILD1Y	FTE	You Only
TEST_1037_GEN_USER101	Ahn	Corrinne	#93455	OLD SHORE ROAD 1	arizona	AZ	OTHER	85001	en_US	M	1985-07-12	1037	ET10	1037NE200	1037NE200	01	subClientId	9781236789	abc@gmail.com	abc@gmail.com	xyz@gmail.com	RR567				DG91059	abcd		1999-12-29	2018-12-23	Y	Postal	Y	ACTIVE	SM194	1999-12-23	abcd	abcd	abcd	abcd	abcd	abcd	Subscriber	abcd	TEST_1037_GEN_USER101	2014-12-19	yourhealth@evivehealth.com	99	/images/logos/103_program.png	myevive.com/reminder?rid=	questions@evivehealth.com	Evive Health	abcd	abcd	4710	CPMO	Ada County			01	OPTED_IN	EV115	role27	incentiveId_ROLE27	1	1970-07-31	PPO	Y	LUCK	LAN	4233	4456	101	Y										2014-11-04	2014-11-04	abcd	FJUT	1037NG987	abcd	Y	Y	E	2014-12-04	0243	CHRA1RNCHILD1Y	FTE	You Only
TEST_1037_GEN_USER102	Ahne	Cortez	#93455	OLD SHORE ROAD 1	arizona	NJ	OTHER	85001	en_US	M	1985-07-13	1037	ET10	1037NE201	1037NE201	01	subClientId	9781236789	abc@gmail.com	abc@gmail.com	xyz@gmail.com	RR567				DG91060	abcd		1999-12-29	2018-12-23	Y	Postal	Y	ACTIVE	SM194	1999-12-23	abcd	abcd	abcd	abcd	abcd	abcd	Subscriber	abcd	TEST_1037_GEN_USER102	2014-12-19	yourhealth@evivehealth.com	99	/images/logos/103_program.png	myevive.com/reminder?rid=	questions@evivehealth.com	Evive Health	abcd	abcd	4714	CPMO	Ada County			01	OPTED_IN	EV115	role27	incentiveId_ROLE27	1	1970-07-31	PPO	Y	LUCK	LAN	4233	4457	101	Y										2014-11-04	2014-11-04	abcd	FJUT	1037NG988	abcd	Y	Y	E	2014-12-04	0244	CHRA1RNCHILD1Y	FTE	You Only
TEST_1037_GEN_USER103	Ahnell	Cortney	#93455	OLD SHORE ROAD 1	arizona	AZ	OTHER	85001	en_US	M	1985-07-14	1037	ET10	1037NE202	1037NE202	01	subClientId	9781236789	abc@gmail.com	abc@gmail.com	xyz@gmail.com	RR567				DG91061	abcd		1999-12-29	2018-12-23	Y	Postal	Y	ACTIVE	SM194	1999-12-23	abcd	abcd	abcd	abcd	abcd	abcd	Subscriber	abcd	TEST_1037_GEN_USER103	2014-12-19	yourhealth@evivehealth.com	99	/images/logos/103_program.png	myevive.com/reminder?rid=	questions@evivehealth.com	Evive Health	abcd	abcd	9611	CPMO	Ada County			01	OPTED_IN	EV115	role27	incentiveId_ROLE27	1	1970-07-31	PPO	Y	LUCK	LAN	4233	4458	101	Y										2014-11-04	2014-11-04	abcd	FJUT	1037NG989	abcd	Y	Y	E	2014-12-04	0245	CHRA1RNCHILD1Y	FTE	You Only
TEST_1037_GEN_USER104	Ahner	Cory	#93455	OLD SHORE ROAD 1	arizona	NJ	OTHER	85001	en_US	M	1985-07-15	1037	ET10	1037NE203	1037NE203	01	subClientId	9781236789	abc@gmail.com	abc@gmail.com	xyz@gmail.com	RR567				DG91062	abcd		1999-12-29	2018-12-23	Y	Postal	Y	ACTIVE	SM194	1999-12-23	abcd	abcd	abcd	abcd	abcd	abcd	Subscriber	abcd	TEST_1037_GEN_USER104	2014-12-19	yourhealth@evivehealth.com	99	/images/logos/103_program.png	myevive.com/reminder?rid=	questions@evivehealth.com	Evive Health	abcd	abcd	4314	CPMO	Ada County			01	OPTED_IN	EV115	role27	incentiveId_ROLE27	1	1970-07-31	PPO	Y	LUCK	LAN	4233	4459	101	Y										2014-11-04	2014-11-04	abcd	FJUT	1037NG990	abcd	Y	Y	E	2014-12-04	0246	CHRA1RNCHILD1Y	FTE	You Only
TEST_1037_GEN_USER105	Aho	Cory	#93455	OLD SHORE ROAD 1	arizona	AZ	OTHER	85001	en_US	M	1985-07-16	1037	ET10	1037NE204	1037NE204	01	subClientId	9781236789	abc@gmail.com	abc@gmail.com	xyz@gmail.com	RR567				DG91063	abcd		1999-12-29	2018-12-23	Y	Postal	Y	ACTIVE	SM194	1999-12-23	abcd	abcd	abcd	abcd	abcd	abcd	Subscriber	abcd	TEST_1037_GEN_USER105	2014-12-19	yourhealth@evivehealth.com	99	/images/logos/103_program.png	myevive.com/reminder?rid=	questions@evivehealth.com	Evive Health	abcd	abcd	4614	CPMO	Ada County			01	OPTED_IN	EV115	role27	incentiveId_ROLE27	1	1970-07-31	PPO	Y	LUCK	LAN	4233	4460	101	Y										2014-11-04	2014-11-04	abcd	FJUT	1037NG991	abcd	Y	Y	E	2014-12-04	0247	CHRA1RNCHILD1Y	FTE	You Only
TEST_1037_GEN_USER106	Ahlm	Corina	#93455	OLD SHORE ROAD 1	arizona	AZ	OTHER	85001	en_US	M	1985-07-17	1037	ET10	1037NE205	1037NE188	02	subClientId	9781236789	abc@gmail.com	abc@gmail.com	xyz@gmail.com	RR567				DG91047	abcd		1999-12-29	2018-12-23	Y	Postal	Y	ACTIVE	SM194	1999-12-23	abcd	abcd	abcd	abcd	abcd	abcd	Subscriber	abcd	TEST_1037_GEN_USER106	2014-12-19	yourhealth@evivehealth.com	99	/images/logos/103_program.png	myevive.com/reminder?rid=	questions@evivehealth.com	Evive Health	abcd	abcd	2	CPMO	Ada County			02	OPTED_IN	EV115	role28	incentiveId_ROLE28	1	1970-07-31	PPO	Y	LUCK	LAN	4233	4444	101	Y										2014-11-04	2014-11-04	abcd	FJUT	1037NG992	abcd	Y	Y	E	2014-12-04	0248	CHRA1RNCHILD1Y	FTE	You Only
TEST_1037_GEN_USER107	Ahlman	Corine	#93455	OLD SHORE ROAD 1	arizona	NJ	OTHER	85001	en_US	M	1985-07-18	1037	ET10	1037NE206	1037NE189	02	subClientId	9781236789	abc@gmail.com	abc@gmail.com	xyz@gmail.com	RR567				DG91048	abcd		1999-12-29	2018-12-23	Y	Postal	Y	ACTIVE	SM194	1999-12-23	abcd	abcd	abcd	abcd	abcd	abcd	Subscriber	abcd	TEST_1037_GEN_USER107	2014-12-19	yourhealth@evivehealth.com	99	/images/logos/103_program.png	myevive.com/reminder?rid=	questions@evivehealth.com	Evive Health	abcd	abcd	461	CPMO	Ada County			02	OPTED_IN	EV115	role28	incentiveId_ROLE28	1	1970-07-31	PPO	Y	LUCK	LAN	4233	4445	101	Y										2014-11-04	2014-11-04	abcd	FJUT	1037NG993	abcd	Y	Y	E	2014-12-04	0249	CHRA1RNCHILD1Y	FTE	You Only
TEST_1037_GEN_USER108	Ahlo	Corinna	#93455	OLD SHORE ROAD 1	arizona	AZ	OTHER	85001	en_US	M	1985-07-19	1037	ET10	1037NE207	1037NE190	02	subClientId	9781236789	abc@gmail.com	abc@gmail.com	xyz@gmail.com	RR567				DG91049	abcd		1999-12-29	2018-12-23	Y	Postal	Y	ACTIVE	SM194	1999-12-23	abcd	abcd	abcd	abcd	abcd	abcd	Subscriber	abcd	TEST_1037_GEN_USER108	2014-12-19	yourhealth@evivehealth.com	99	/images/logos/103_program.png	myevive.com/reminder?rid=	questions@evivehealth.com	Evive Health	abcd	abcd	4010	CPMO	Ada County			02	OPTED_IN	EV115	role28	incentiveId_ROLE28	1	1970-07-31	PPO	Y	LUCK	LAN	4233	4446	101	Y										2014-11-04	2014-11-04	abcd	FJUT	1037NG994	abcd	Y	Y	E	2014-12-04	0250	CHRA1RNCHILD1Y	FTE	You Only
TEST_1037_GEN_USER109	Ahlquist	Corinne	#93455	OLD SHORE ROAD 1	arizona	NJ	OTHER	85001	en_US	M	1985-07-20	1037	ET10	1037NE208	1037NE191	02	subClientId	9781236789	abc@gmail.com	abc@gmail.com	xyz@gmail.com	RR567				DG91050	abcd		1999-12-29	2018-12-23	Y	Postal	Y	ACTIVE	SM194	1999-12-23	abcd	abcd	abcd	abcd	abcd	abcd	Subscriber	abcd	TEST_1037_GEN_USER109	2014-12-19	yourhealth@evivehealth.com	99	/images/logos/103_program.png	myevive.com/reminder?rid=	questions@evivehealth.com	Evive Health	abcd	abcd	4014	CPMO	Ada County			02	OPTED_IN	EV115	role28	incentiveId_ROLE28	1	1970-07-31	PPO	Y	LUCK	LAN	4233	4447	101	Y										2014-11-04	2014-11-04	abcd	FJUT	1037NG995	abcd	Y	Y	E	2014-12-04	0251	CHRA1RNCHILD1Y	FTE	You Only
TEST_1037_GEN_USER110	Ahlstedt	Corliss	#93455	OLD SHORE ROAD 1	arizona	AZ	OTHER	85001	en_US	M	1985-07-21	1037	ET10	1037NE209	1037NE192	02	subClientId	9781236789	abc@gmail.com	abc@gmail.com	xyz@gmail.com	RR567				DG91051	abcd		1999-12-29	2018-12-23	Y	Postal	Y	ACTIVE	SM194	1999-12-23	abcd	abcd	abcd	abcd	abcd	abcd	Subscriber	abcd	TEST_1037_GEN_USER110	2014-12-19	yourhealth@evivehealth.com	99	/images/logos/103_program.png	myevive.com/reminder?rid=	questions@evivehealth.com	Evive Health	abcd	abcd	4110	CPMO	Ada County			02	OPTED_IN	EV115	role28	incentiveId_ROLE28	1	1970-07-31	PPO	Y	LUCK	LAN	4233	4448	101	Y										2014-11-04	2014-11-04	abcd	FJUT	1037NG996	abcd	Y	Y	E	2014-12-04	0252	CHRA1RNCHILD1Y	FTE	You Only
TEST_1037_GEN_USER111	Ahlstrom	Cornelia	#93455	OLD SHORE ROAD 1	arizona	NJ	OTHER	85001	en_US	M	1985-07-22	1037	ET10	1037NE210	1037NE193	02	subClientId	9781236789	abc@gmail.com	abc@gmail.com	xyz@gmail.com	RR567				DG91052	abcd		1999-12-29	2018-12-23	Y	Postal	Y	ACTIVE	SM194	1999-12-23	abcd	abcd	abcd	abcd	abcd	abcd	Subscriber	abcd	TEST_1037_GEN_USER111	2014-12-19	yourhealth@evivehealth.com	99	/images/logos/103_program.png	myevive.com/reminder?rid=	questions@evivehealth.com	Evive Health	abcd	abcd	4114	CPMO	Ada County			02	OPTED_IN	EV115	role28	incentiveId_ROLE28	1	1970-07-31	PPO	Y	LUCK	LAN	4233	4449	101	Y										2014-11-04	2014-11-04	abcd	FJUT	1037NG997	abcd	Y	Y	E	2014-12-04	0253	CHRA1RNCHILD1Y	FTE	You Only
