Upin	FN	LN	A1	A2	C	S	PreferredAddressCategory	Z	Language	Gender	DOB	ClientCode	Ethnicity	Memberid	SubscriberID	RelationShipCode	SubscriberClientMemberID	MobileNumber	emailid_work	emailid_home	PortalUserName	PortalPassword	Fb	Twitter	Acctid	GroupNumber	SectionNumber	CoverageCode	coveragebegindate	coverageEnddate	OptinPreference	DeliveryChannel	ResponseStatus	JobStatus	JobCode	HireDate	LocationCode	FIPS	CensusTrack	CensusBlock	DeviceName	SubscriptionType	RelationShip	ResponseType	RelatedUpin	ExpectNotifMsgdate	SendingAddress	MessageType	e_ProgramLogo	ReminderURL	ReplyToEmail	SenderName	PackageCode	RxPlanCode	Insuranceplancode	DescriptorCode	County	longitude	latitude	RelationShipCode	opt_out_status	CorpCD	role	IncentiveId	prescription_drug_plan	benefit_begin_date	medical_plan_type	minor_dependent_flag	district	division	store_code	region_code	department_code	healthy_living_credit_election	orange_life_questionaire_status	tobacco_free_status	screening_status	completed_one_checklist_item	completed_two_checklist_item	completed_three_checklist_item	completed_four_checklist_item	completed_five_checklist_item	completed_six_checklist_item	mail_begin_date	email_begin_date	work_state	occ	healthy_living_credit_id	business_unit	texting_consent	benefit_summary_consent	overall_electronic_consent	mobile_begin_date	four_digit_ID	Legacy_RoleID	MemberStatus	CoverageLevel
TEST_1037_BIM_USER187	Leo	Bermers	#93541	OLD SHORE ROAD 87	arizona	AZ	OTHER	85001	en_US	M	1991-12-26	1037	ET10	1037FE187	1037FE187	01	subClientId	9781236789	abc@gmail.com	abc@gmail.com	xyz@gmail.com	TT586				LG91086	abcd		1999-12-29	2018-12-23	Y	Postal	Y	ACTIVE	EW297	1999-12-23	abcd	abcd	abcd	abcd	abcd	abcd	Subscriber	abcd	abcd	2014-12-19	yourhealth@evivehealth.com	99	/images/logos/103_program.png	myevive.com/reminder?rid=	questions@evivehealth.com	Evive Health	abcd	abcd	4010	CPMO	Ada County			01	OPTED_IN	EV115	role27	incentiveId_ROLE27	4010	1970-07-31	PPO	Y	LUCK	LAN	3187	3195	419											2014-11-04	2014-11-04	abcd	FJUT	1037YH187	abcd	Y	Y	E	2014-12-04	1787	CHRA1RNCHILD1Y	FTE	You Only
TEST_1037_BIM_USER188	Leo	Bermingham	#93542	OLD SHORE ROAD 88	arizona	AZ	OTHER	85001	en_US	F	1991-12-27	1037	ET10	1037FE188	1037FE188	01	subClientId	9781236789	abc@gmail.com	abc@gmail.com	xyz@gmail.com	TT587				LG91087	abcd		1999-12-29	2018-12-23	Y	Postal	Y	ACTIVE	EW298	1999-12-23	abcd	abcd	abcd	abcd	abcd	abcd	Subscriber	abcd	abcd	2014-12-19	yourhealth@evivehealth.com	99	/images/logos/103_program.png	myevive.com/reminder?rid=	questions@evivehealth.com	Evive Health	abcd	abcd	4014	CPMO	Ada County			01	OPTED_IN	EV115	role27	incentiveId_ROLE27	4014	1970-07-31	PPO	Y	LUCK	LAN	3188	3196	420											2014-11-04	2014-11-04	abcd	FJUT	1037YH188	abcd	Y	Y	E	2014-12-04	1788	CHRA1RNCHILD1Y	FTE	You Only
TEST_1037_BIM_USER189	Leola	Bermudes	#93543	OLD SHORE ROAD 89	arizona	AZ	OTHER	85001	en_US	M	1991-12-28	1037	ET10	1037FE189	1037FE189	01	subClientId	9781236789	abc@gmail.com	abc@gmail.com	xyz@gmail.com	TT588				LG91088	abcd		1999-12-29	2018-12-23	Y	Postal	Y	ACTIVE	EW299	1999-12-23	abcd	abcd	abcd	abcd	abcd	abcd	Subscriber	abcd	abcd	2014-12-19	yourhealth@evivehealth.com	99	/images/logos/103_program.png	myevive.com/reminder?rid=	questions@evivehealth.com	Evive Health	abcd	abcd	4110	CPMO	Ada County			01	OPTED_IN	EV115	role27	incentiveId_ROLE27	4110	1970-07-31	PPO	Y	LUCK	LAN	3189	3197	421											2014-11-04	2014-11-04	abcd	FJUT	1037YH189	abcd	Y	Y	E	2014-12-04	1789	CHRA1RNCHILD1Y	FTE	You Only
TEST_1037_BIM_USER190	Leoma	Bermudez	#93544	OLD SHORE ROAD 90	arizona	AZ	OTHER	85001	en_US	F	1991-12-29	1037	ET10	1037FE190	1037FE190	01	subClientId	9781236789	abc@gmail.com	abc@gmail.com	xyz@gmail.com	TT589				LG91089	abcd		1999-12-29	2018-12-23	Y	Postal	Y	ACTIVE	EW300	1999-12-23	abcd	abcd	abcd	abcd	abcd	abcd	Subscriber	abcd	abcd	2014-12-19	yourhealth@evivehealth.com	99	/images/logos/103_program.png	myevive.com/reminder?rid=	questions@evivehealth.com	Evive Health	abcd	abcd	4114	CPMO	Ada County			01	OPTED_IN	EV115	role27	incentiveId_ROLE27	4114	1970-07-31	PPO	Y	LUCK	LAN	3190	3198	422											2014-11-04	2014-11-04	abcd	FJUT	1037YH190	abcd	Y	Y	E	2014-12-04	1790	CHRA1RNCHILD1Y	FTE	You Only
TEST_1037_BIM_USER191	Leon	Bern	#93545	OLD SHORE ROAD 91	arizona	AZ	OTHER	85001	en_US	M	1991-12-30	1037	ET10	1037FE191	1037FE191	01	subClientId	9781236789	abc@gmail.com	abc@gmail.com	xyz@gmail.com	TT590				LG91090	abcd		1999-12-29	2018-12-23	Y	Postal	Y	ACTIVE	EW301	1999-12-23	abcd	abcd	abcd	abcd	abcd	abcd	Subscriber	abcd	abcd	2014-12-19	yourhealth@evivehealth.com	99	/images/logos/103_program.png	myevive.com/reminder?rid=	questions@evivehealth.com	Evive Health	abcd	abcd	4210	CPMO	Ada County			01	OPTED_IN	EV115	role27	incentiveId_ROLE27	4210	1970-07-31	PPO	Y	LUCK	LAN	3191	3199	423											2014-11-04	2014-11-04	abcd	FJUT	1037YH191	abcd	Y	Y	E	2014-12-04	1791	CHRA1RNCHILD1Y	FTE	You Only
TEST_1037_BIM_USER192	Leon	Berna	#93546	OLD SHORE ROAD 92	arizona	AZ	OTHER	85001	en_US	F	1991-12-31	1037	ET10	1037FE192	1037FE192	01	subClientId	9781236789	abc@gmail.com	abc@gmail.com	xyz@gmail.com	TT591				LG91091	abcd		1999-12-29	2018-12-23	Y	Postal	Y	ACTIVE	EW302	1999-12-23	abcd	abcd	abcd	abcd	abcd	abcd	Subscriber	abcd	abcd	2014-12-19	yourhealth@evivehealth.com	99	/images/logos/103_program.png	myevive.com/reminder?rid=	questions@evivehealth.com	Evive Health	abcd	abcd	4214	CPMO	Ada County			01	OPTED_IN	EV115	role27	incentiveId_ROLE27	4214	1970-07-31	PPO	Y	LUCK	LAN	3192	3200	424											2014-11-04	2014-11-04	abcd	FJUT	1037YH192	abcd	Y	Y	E	2014-12-04	1792	CHRA1RNCHILD1Y	FTE	You Only
TEST_1037_BIM_USER193	Leona	Bernabe	#93547	OLD SHORE ROAD 93	arizona	AZ	OTHER	85001	en_US	M	1992-01-01	1037	ET10	1037FE193	1037FE193	01	subClientId	9781236789	abc@gmail.com	abc@gmail.com	xyz@gmail.com	TT592				LG91092	abcd		1999-12-29	2018-12-23	Y	Postal	Y	ACTIVE	EW303	1999-12-23	abcd	abcd	abcd	abcd	abcd	abcd	Subscriber	abcd	abcd	2014-12-19	yourhealth@evivehealth.com	99	/images/logos/103_program.png	myevive.com/reminder?rid=	questions@evivehealth.com	Evive Health	abcd	abcd	4310	CPMO	Ada County			01	OPTED_IN	EV115	role27	incentiveId_ROLE27	4310	1970-07-31	PPO	Y	LUCK	LAN	3193	3201	425											2014-11-04	2014-11-04	abcd	FJUT	1037YH193	abcd	Y	Y	E	2014-12-04	1793	CHRA1RNCHILD1Y	FTE	You Only
TEST_1037_BIM_USER194	Leonard	Bernabei	#93548	OLD SHORE ROAD 94	arizona	AZ	OTHER	85001	en_US	F	1992-01-02	1037	ET10	1037FE194	1037FE194	01	subClientId	9781236789	abc@gmail.com	abc@gmail.com	xyz@gmail.com	TT593				LG91093	abcd		1999-12-29	2018-12-23	Y	Postal	Y	ACTIVE	EW304	1999-12-23	abcd	abcd	abcd	abcd	abcd	abcd	Subscriber	abcd	abcd	2014-12-19	yourhealth@evivehealth.com	99	/images/logos/103_program.png	myevive.com/reminder?rid=	questions@evivehealth.com	Evive Health	abcd	abcd	4410	CPMO	Ada County			01	OPTED_IN	EV115	role27	incentiveId_ROLE27	4410	1970-07-31	PPO	Y	LUCK	LAN	3194	3202	426											2014-11-04	2014-11-04	abcd	FJUT	1037YH194	abcd	Y	Y	E	2014-12-04	1794	CHRA1RNCHILD1Y	FTE	You Only
TEST_1037_BIM_USER195	Leonarda	Bernabo	#93549	OLD SHORE ROAD 95	arizona	AZ	OTHER	85001	en_US	M	1992-01-03	1037	ET10	1037FE195	1037FE195	01	subClientId	9781236789	abc@gmail.com	abc@gmail.com	xyz@gmail.com	TT594				LG91094	abcd		1999-12-29	2018-12-23	Y	Postal	Y	ACTIVE	EW305	1999-12-23	abcd	abcd	abcd	abcd	abcd	abcd	Subscriber	abcd	abcd	2014-12-19	yourhealth@evivehealth.com	99	/images/logos/103_program.png	myevive.com/reminder?rid=	questions@evivehealth.com	Evive Health	abcd	abcd	4414	CPMO	Ada County			01	OPTED_IN	EV115	role27	incentiveId_ROLE27	4414	1970-07-31	PPO	Y	LUCK	LAN	3195	3203	427											2014-11-04	2014-11-04	abcd	FJUT	1037YH195	abcd	Y	Y	E	2014-12-04	1795	CHRA1RNCHILD1Y	FTE	You Only
TEST_1037_BIM_USER196	Leonardo	Bernacchi	#93550	OLD SHORE ROAD 96	arizona	AZ	OTHER	85001	en_US	F	1992-01-04	1037	ET10	1037FE196	1037FE196	01	subClientId	9781236789	abc@gmail.com	abc@gmail.com	xyz@gmail.com	TT595				LG91095	abcd		1999-12-29	2018-12-23	Y	Postal	Y	ACTIVE	EW306	1999-12-23	abcd	abcd	abcd	abcd	abcd	abcd	Subscriber	abcd	abcd	2014-12-19	yourhealth@evivehealth.com	99	/images/logos/103_program.png	myevive.com/reminder?rid=	questions@evivehealth.com	Evive Health	abcd	abcd	4610	CPMO	Ada County			01	OPTED_IN	EV115	role27	incentiveId_ROLE27	4610	1970-07-31	PPO	Y	LUCK	LAN	3196	3204	428											2014-11-04	2014-11-04	abcd	FJUT	1037YH196	abcd	Y	Y	E	2014-12-04	1796	CHRA1RNCHILD1Y	FTE	You Only
TEST_1037_BIM_USER197	Leone	Bernacki	#93551	OLD SHORE ROAD 97	arizona	AZ	OTHER	85001	en_US	M	1992-01-05	1037	ET10	1037FE197	1037FE197	01	subClientId	9781236789	abc@gmail.com	abc@gmail.com	xyz@gmail.com	TT596				LG91096	abcd		1999-12-29	2018-12-23	Y	Postal	Y	ACTIVE	EW307	1999-12-23	abcd	abcd	abcd	abcd	abcd	abcd	Subscriber	abcd	abcd	2014-12-19	yourhealth@evivehealth.com	99	/images/logos/103_program.png	myevive.com/reminder?rid=	questions@evivehealth.com	Evive Health	abcd	abcd	4710	CPMO	Ada County			01	OPTED_IN	EV115	role27	incentiveId_ROLE27	4710	1970-07-31	PPO	Y	LUCK	LAN	3197	3205	429											2014-11-04	2014-11-04	abcd	FJUT	1037YH197	abcd	Y	Y	E	2014-12-04	1797	CHRA1RNCHILD1Y	FTE	You Only
TEST_1037_BIM_USER198	Leonel	Bernadette	#93552	OLD SHORE ROAD 98	arizona	AZ	OTHER	85001	en_US	F	1992-01-06	1037	ET10	1037FE198	1037FE198	01	subClientId	9781236789	abc@gmail.com	abc@gmail.com	xyz@gmail.com	TT597				LG91097	abcd		1999-12-29	2018-12-23	Y	Postal	Y	ACTIVE	EW308	1999-12-23	abcd	abcd	abcd	abcd	abcd	abcd	Subscriber	abcd	abcd	2014-12-19	yourhealth@evivehealth.com	99	/images/logos/103_program.png	myevive.com/reminder?rid=	questions@evivehealth.com	Evive Health	abcd	abcd	4714	CPMO	Ada County			01	OPTED_IN	EV115	role27	incentiveId_ROLE27	4714	1970-07-31	PPO	Y	LUCK	LAN	3198	3206	430											2014-11-04	2014-11-04	abcd	FJUT	1037YH198	abcd	Y	Y	E	2014-12-04	1798	CHRA1RNCHILD1Y	FTE	You Only
TEST_1037_BIM_USER199	Leonia	Bernal	#93553	OLD SHORE ROAD 99	arizona	AZ	OTHER	85001	en_US	M	1992-01-07	1037	ET10	1037FE199	1037FE199	01	subClientId	9781236789	abc@gmail.com	abc@gmail.com	xyz@gmail.com	TT598				LG91098	abcd		1999-12-29	2018-12-23	Y	Postal	Y	ACTIVE	EW309	1999-12-23	abcd	abcd	abcd	abcd	abcd	abcd	Subscriber	abcd	abcd	2014-12-19	yourhealth@evivehealth.com	99	/images/logos/103_program.png	myevive.com/reminder?rid=	questions@evivehealth.com	Evive Health	abcd	abcd	9611	CPMO	Ada County			01	OPTED_IN	EV115	role27	incentiveId_ROLE27	9611	1970-07-31	PPO	Y	LUCK	LAN	3199	3207	431											2014-11-04	2014-11-04	abcd	FJUT	1037YH199	abcd	Y	Y	E	2014-12-04	1799	CHRA1RNCHILD1Y	FTE	You Only
TEST_1037_BIM_USER200	Leonida	Bernand	#93554	OLD SHORE ROAD 100	arizona	AZ	OTHER	85001	en_US	F	1992-01-08	1037	ET10	1037FE200	1037FE200	01	subClientId	9781236789	abc@gmail.com	abc@gmail.com	xyz@gmail.com	TT599				LG91099	abcd		1999-12-29	2018-12-23	Y	Postal	Y	ACTIVE	EW310	1999-12-23	abcd	abcd	abcd	abcd	abcd	abcd	Subscriber	abcd	abcd	2014-12-19	yourhealth@evivehealth.com	99	/images/logos/103_program.png	myevive.com/reminder?rid=	questions@evivehealth.com	Evive Health	abcd	abcd	4314	CPMO	Ada County			01	OPTED_IN	EV115	role27	incentiveId_ROLE27	4314	1970-07-31	PPO	Y	LUCK	LAN	3200	3208	432											2014-11-04	2014-11-04	abcd	FJUT	1037YH200	abcd	Y	Y	E	2014-12-04	1800	CHRA1RNCHILD1Y	FTE	You Only
TEST_1037_BIM_USER201	Leonie	Bernard	#93555	OLD SHORE ROAD 101	arizona	AZ	OTHER	85001	en_US	M	1992-01-09	1037	ET10	1037FE201	1037FE201	01	subClientId	9781236789	abc@gmail.com	abc@gmail.com	xyz@gmail.com	TT600				LG91100	abcd		1999-12-29	2018-12-23	Y	Postal	Y	ACTIVE	EW311	1999-12-23	abcd	abcd	abcd	abcd	abcd	abcd	Subscriber	abcd	abcd	2014-12-19	yourhealth@evivehealth.com	99	/images/logos/103_program.png	myevive.com/reminder?rid=	questions@evivehealth.com	Evive Health	abcd	abcd	4614	CPMO	Ada County			01	OPTED_IN	EV115	role27	incentiveId_ROLE27	4614	1970-07-31	PPO	Y	LUCK	LAN	3201	3209	433											2014-11-04	2014-11-04	abcd	FJUT	1037YH201	abcd	Y	Y	E	2014-12-04	1801	CHRA1RNCHILD1Y	FTE	You Only
TEST_1037_BIM_USER202	Leonila	Bernardez	#93556	OLD SHORE ROAD 102	arizona	AZ	OTHER	85001	en_US	F	1992-01-10	1037	ET10	1037FE202	1037FE185	02	subClientId	9781236789	abc@gmail.com	abc@gmail.com	xyz@gmail.com	TT601				LG91101	abcd		1999-12-29	2018-12-23	Y	Postal	Y	ACTIVE	EW312	1999-12-23	abcd	abcd	abcd	abcd	abcd	abcd	Subscriber	abcd	abcd	2014-12-19	yourhealth@evivehealth.com	99	/images/logos/103_program.png	myevive.com/reminder?rid=	questions@evivehealth.com	Evive Health	abcd	abcd	2	CPMO	Ada County			02	OPTED_IN	EV115	role28	incentiveId_ROLE28	2	1970-07-31	PPO	Y	LUCK	LAN	3202	3210	434											2014-11-04	2014-11-04	abcd	FJUT	1037YH202	abcd	Y	Y	E	2014-12-04	1802	CHRA1RNCHILD1Y	FTE	You Only
TEST_1037_BIM_USER203	Leonor	Bernardi	#93557	OLD SHORE ROAD 103	arizona	AZ	OTHER	85001	en_US	M	1992-01-11	1037	ET10	1037FE203	1037FE186	02	subClientId	9781236789	abc@gmail.com	abc@gmail.com	xyz@gmail.com	TT602				LG91102	abcd		1999-12-29	2018-12-23	Y	Postal	Y	ACTIVE	EW313	1999-12-23	abcd	abcd	abcd	abcd	abcd	abcd	Subscriber	abcd	abcd	2014-12-19	yourhealth@evivehealth.com	99	/images/logos/103_program.png	myevive.com/reminder?rid=	questions@evivehealth.com	Evive Health	abcd	abcd	461	CPMO	Ada County			02	OPTED_IN	EV115	role28	incentiveId_ROLE28	461	1970-07-31	PPO	Y	LUCK	LAN	3203	3211	435											2014-11-04	2014-11-04	abcd	FJUT	1037YH203	abcd	Y	Y	E	2014-12-04	1803	CHRA1RNCHILD1Y	FTE	You Only
TEST_1037_BIM_USER204	Leonora	Bernardin	#93558	OLD SHORE ROAD 104	arizona	AZ	OTHER	85001	en_US	F	1992-01-12	1037	ET10	1037FE204	1037FE187	02	subClientId	9781236789	abc@gmail.com	abc@gmail.com	xyz@gmail.com	TT603				LG91103	abcd		1999-12-29	2018-12-23	Y	Postal	Y	ACTIVE	EW314	1999-12-23	abcd	abcd	abcd	abcd	abcd	abcd	Subscriber	abcd	abcd	2014-12-19	yourhealth@evivehealth.com	99	/images/logos/103_program.png	myevive.com/reminder?rid=	questions@evivehealth.com	Evive Health	abcd	abcd	4010	CPMO	Ada County			02	OPTED_IN	EV115	role28	incentiveId_ROLE28	4010	1970-07-31	PPO	Y	LUCK	LAN	3204	3212	436											2014-11-04	2014-11-04	abcd	FJUT	1037YH204	abcd	Y	Y	E	2014-12-04	1804	CHRA1RNCHILD1Y	FTE	You Only
TEST_1037_BIM_USER205	Leonore	Bernardini	#93559	OLD SHORE ROAD 105	arizona	AZ	OTHER	85001	en_US	M	1992-01-13	1037	ET10	1037FE205	1037FE188	02	subClientId	9781236789	abc@gmail.com	abc@gmail.com	xyz@gmail.com	TT604				LG91104	abcd		1999-12-29	2018-12-23	Y	Postal	Y	ACTIVE	EW315	1999-12-23	abcd	abcd	abcd	abcd	abcd	abcd	Subscriber	abcd	abcd	2014-12-19	yourhealth@evivehealth.com	99	/images/logos/103_program.png	myevive.com/reminder?rid=	questions@evivehealth.com	Evive Health	abcd	abcd	4014	CPMO	Ada County			02	OPTED_IN	EV115	role28	incentiveId_ROLE28	4014	1970-07-31	PPO	Y	LUCK	LAN	3205	3213	437											2014-11-04	2014-11-04	abcd	FJUT	1037YH205	abcd	Y	Y	E	2014-12-04	1805	CHRA1RNCHILD1Y	FTE	You Only
TEST_1037_BIM_USER206	Leontine	Bernardino	#93560	OLD SHORE ROAD 106	arizona	AZ	OTHER	85001	en_US	F	1992-01-14	1037	ET10	1037FE206	1037FE189	02	subClientId	9781236789	abc@gmail.com	abc@gmail.com	xyz@gmail.com	TT605				LG91105	abcd		1999-12-29	2018-12-23	Y	Postal	Y	ACTIVE	EW316	1999-12-23	abcd	abcd	abcd	abcd	abcd	abcd	Subscriber	abcd	abcd	2014-12-19	yourhealth@evivehealth.com	99	/images/logos/103_program.png	myevive.com/reminder?rid=	questions@evivehealth.com	Evive Health	abcd	abcd	4110	CPMO	Ada County			02	OPTED_IN	EV115	role28	incentiveId_ROLE28	4110	1970-07-31	PPO	Y	LUCK	LAN	3206	3214	438											2014-11-04	2014-11-04	abcd	FJUT	1037YH206	abcd	Y	Y	E	2014-12-04	1806	CHRA1RNCHILD1Y	FTE	You Only
TEST_1037_BIM_USER207	Leopoldo	Bernardo	#93561	OLD SHORE ROAD 107	arizona	AZ	OTHER	85001	en_US	M	1992-01-15	1037	ET10	1037FE207	1037FE190	02	subClientId	9781236789	abc@gmail.com	abc@gmail.com	xyz@gmail.com	TT606				LG91106	abcd		1999-12-29	2018-12-23	Y	Postal	Y	ACTIVE	EW317	1999-12-23	abcd	abcd	abcd	abcd	abcd	abcd	Subscriber	abcd	abcd	2014-12-19	yourhealth@evivehealth.com	99	/images/logos/103_program.png	myevive.com/reminder?rid=	questions@evivehealth.com	Evive Health	abcd	abcd	4114	CPMO	Ada County			02	OPTED_IN	EV115	role28	incentiveId_ROLE28	4114	1970-07-31	PPO	Y	LUCK	LAN	3207	3215	439											2014-11-04	2014-11-04	abcd	FJUT	1037YH207	abcd	Y	Y	E	2014-12-04	1807	CHRA1RNCHILD1Y	FTE	You Only
TEST_1037_BIM_USER208	Leora	Bernardon	#93562	OLD SHORE ROAD 108	arizona	AZ	OTHER	85001	en_US	F	1992-01-16	1037	ET10	1037FE208	1037FE191	02	subClientId	9781236789	abc@gmail.com	abc@gmail.com	xyz@gmail.com	TT607				LG91107	abcd		1999-12-29	2018-12-23	Y	Postal	Y	ACTIVE	EW318	1999-12-23	abcd	abcd	abcd	abcd	abcd	abcd	Subscriber	abcd	abcd	2014-12-19	yourhealth@evivehealth.com	99	/images/logos/103_program.png	myevive.com/reminder?rid=	questions@evivehealth.com	Evive Health	abcd	abcd	4210	CPMO	Ada County			02	OPTED_IN	EV115	role28	incentiveId_ROLE28	4210	1970-07-31	PPO	Y	LUCK	LAN	3208	3216	440											2014-11-04	2014-11-04	abcd	FJUT	1037YH208	abcd	Y	Y	E	2014-12-04	1808	CHRA1RNCHILD1Y	FTE	You Only
TEST_1037_BIM_USER209	Leota	Bernardoni	#93563	OLD SHORE ROAD 109	arizona	AZ	OTHER	85001	en_US	M	1992-01-17	1037	ET10	1037FE209	1037FE192	02	subClientId	9781236789	abc@gmail.com	abc@gmail.com	xyz@gmail.com	TT608				LG91108	abcd		1999-12-29	2018-12-23	Y	Postal	Y	ACTIVE	EW319	1999-12-23	abcd	abcd	abcd	abcd	abcd	abcd	Subscriber	abcd	abcd	2014-12-19	yourhealth@evivehealth.com	99	/images/logos/103_program.png	myevive.com/reminder?rid=	questions@evivehealth.com	Evive Health	abcd	abcd	4214	CPMO	Ada County			02	OPTED_IN	EV115	role28	incentiveId_ROLE28	4214	1970-07-31	PPO	Y	LUCK	LAN	3209	3217	441											2014-11-04	2014-11-04	abcd	FJUT	1037YH209	abcd	Y	Y	E	2014-12-04	1809	CHRA1RNCHILD1Y	FTE	You Only
TEST_1037_BIM_USER210	Lera	Bernarducci	#93564	OLD SHORE ROAD 110	arizona	AZ	OTHER	85001	en_US	F	1992-01-18	1037	ET10	1037FE210	1037FE193	02	subClientId	9781236789	abc@gmail.com	abc@gmail.com	xyz@gmail.com	TT609				LG91109	abcd		1999-12-29	2018-12-23	Y	Postal	Y	ACTIVE	EW320	1999-12-23	abcd	abcd	abcd	abcd	abcd	abcd	Subscriber	abcd	abcd	2014-12-19	yourhealth@evivehealth.com	99	/images/logos/103_program.png	myevive.com/reminder?rid=	questions@evivehealth.com	Evive Health	abcd	abcd	4310	CPMO	Ada County			02	OPTED_IN	EV115	role28	incentiveId_ROLE28	4310	1970-07-31	PPO	Y	LUCK	LAN	3210	3218	442											2014-11-04	2014-11-04	abcd	FJUT	1037YH210	abcd	Y	Y	E	2014-12-04	1810	CHRA1RNCHILD1Y	FTE	You Only
TEST_1037_BIM_USER211	Leroy	Bernardy	#93565	OLD SHORE ROAD 111	arizona	AZ	OTHER	85001	en_US	M	1992-01-19	1037	ET10	1037FE211	1037FE194	02	subClientId	9781236789	abc@gmail.com	abc@gmail.com	xyz@gmail.com	TT610				LG91110	abcd		1999-12-29	2018-12-23	Y	Postal	Y	ACTIVE	EW321	1999-12-23	abcd	abcd	abcd	abcd	abcd	abcd	Subscriber	abcd	abcd	2014-12-19	yourhealth@evivehealth.com	99	/images/logos/103_program.png	myevive.com/reminder?rid=	questions@evivehealth.com	Evive Health	abcd	abcd	4410	CPMO	Ada County			02	OPTED_IN	EV115	role28	incentiveId_ROLE28	4410	1970-07-31	PPO	Y	LUCK	LAN	3211	3219	443											2014-11-04	2014-11-04	abcd	FJUT	1037YH211	abcd	Y	Y	E	2014-12-04	1811	CHRA1RNCHILD1Y	FTE	You Only
TEST_1037_BIM_USER212	Les	Bernas	#93566	OLD SHORE ROAD 112	arizona	AZ	OTHER	85001	en_US	F	1992-01-20	1037	ET10	1037FE212	1037FE195	02	subClientId	9781236789	abc@gmail.com	abc@gmail.com	xyz@gmail.com	TT611				LG91111	abcd		1999-12-29	2018-12-23	Y	Postal	Y	ACTIVE	EW322	1999-12-23	abcd	abcd	abcd	abcd	abcd	abcd	Subscriber	abcd	abcd	2014-12-19	yourhealth@evivehealth.com	99	/images/logos/103_program.png	myevive.com/reminder?rid=	questions@evivehealth.com	Evive Health	abcd	abcd	4414	CPMO	Ada County			02	OPTED_IN	EV115	role28	incentiveId_ROLE28	4414	1970-07-31	PPO	Y	LUCK	LAN	3212	3220	444											2014-11-04	2014-11-04	abcd	FJUT	1037YH212	abcd	Y	Y	E	2014-12-04	1812	CHRA1RNCHILD1Y	FTE	You Only
TEST_1037_BIM_USER213	Lesa	Bernasconi	#93567	OLD SHORE ROAD 113	arizona	AZ	OTHER	85001	en_US	M	1992-01-21	1037	ET10	1037FE213	1037FE196	02	subClientId	9781236789	abc@gmail.com	abc@gmail.com	xyz@gmail.com	TT612				LG91112	abcd		1999-12-29	2018-12-23	Y	Postal	Y	ACTIVE	EW323	1999-12-23	abcd	abcd	abcd	abcd	abcd	abcd	Subscriber	abcd	abcd	2014-12-19	yourhealth@evivehealth.com	99	/images/logos/103_program.png	myevive.com/reminder?rid=	questions@evivehealth.com	Evive Health	abcd	abcd	4610	CPMO	Ada County			02	OPTED_IN	EV115	role28	incentiveId_ROLE28	4610	1970-07-31	PPO	Y	LUCK	LAN	3213	3221	445											2014-11-04	2014-11-04	abcd	FJUT	1037YH213	abcd	Y	Y	E	2014-12-04	1813	CHRA1RNCHILD1Y	FTE	You Only
TEST_1037_BIM_USER214	Lesha	Bernat	#93568	OLD SHORE ROAD 114	arizona	AZ	OTHER	85001	en_US	F	1992-01-22	1037	ET10	1037FE214	1037FE197	02	subClientId	9781236789	abc@gmail.com	abc@gmail.com	xyz@gmail.com	TT613				LG91113	abcd		1999-12-29	2018-12-23	Y	Postal	Y	ACTIVE	EW324	1999-12-23	abcd	abcd	abcd	abcd	abcd	abcd	Subscriber	abcd	abcd	2014-12-19	yourhealth@evivehealth.com	99	/images/logos/103_program.png	myevive.com/reminder?rid=	questions@evivehealth.com	Evive Health	abcd	abcd	4710	CPMO	Ada County			02	OPTED_IN	EV115	role28	incentiveId_ROLE28	4710	1970-07-31	PPO	Y	LUCK	LAN	3214	3222	446											2014-11-04	2014-11-04	abcd	FJUT	1037YH214	abcd	Y	Y	E	2014-12-04	1814	CHRA1RNCHILD1Y	FTE	You Only
TEST_1037_BIM_USER215	Lesia	Bernatchez	#93569	OLD SHORE ROAD 115	arizona	AZ	OTHER	85001	en_US	M	1992-01-23	1037	ET10	1037FE215	1037FE198	02	subClientId	9781236789	abc@gmail.com	abc@gmail.com	xyz@gmail.com	TT614				LG91114	abcd		1999-12-29	2018-12-23	Y	Postal	Y	ACTIVE	EW325	1999-12-23	abcd	abcd	abcd	abcd	abcd	abcd	Subscriber	abcd	abcd	2014-12-19	yourhealth@evivehealth.com	99	/images/logos/103_program.png	myevive.com/reminder?rid=	questions@evivehealth.com	Evive Health	abcd	abcd	4714	CPMO	Ada County			02	OPTED_IN	EV115	role28	incentiveId_ROLE28	4714	1970-07-31	PPO	Y	LUCK	LAN	3215	3223	447											2014-11-04	2014-11-04	abcd	FJUT	1037YH215	abcd	Y	Y	E	2014-12-04	1815	CHRA1RNCHILD1Y	FTE	You Only
